c alpha coal mu x0 hom homLow homHigh
10 2.05 1 0.001 66.2 0.00188862 0.00187842 0.00189789
10 2.05 1 0.01 66.2 0.000428089 0.000424395 0.000431423
10 2.05 1 0.1 66.2 1.03577e-05 9.95942e-06 1.07316e-05
10 2.05 1 0.001 79.5 0.00157512 0.00156677 0.0015837
10 2.05 1 0.01 79.5 0.000292252 0.000289505 0.000294914
10 2.05 1 0.1 79.5 5.22798e-06 4.94875e-06 5.50389e-06
10 2.05 1 0.001 95.4 0.00128223 0.00127509 0.00129002
10 2.05 1 0.01 95.4 0.000188903 0.000186721 0.000191014
10 2.05 1 0.1 95.4 2.34627e-06 2.18168e-06 2.50685e-06
10 2.05 1 0.001 114.5 0.00103344 0.00102597 0.0010405
10 2.05 1 0.01 114.5 0.000120007 0.000118361 0.000121526
10 2.05 1 0.1 114.5 1.30462e-06 1.17948e-06 1.43704e-06
10 2.05 1 0.001 137.4 0.000805866 0.000800207 0.000811068
10 2.05 1 0.01 137.4 7.08915e-05 6.96673e-05 7.19819e-05
10 2.05 1 0.1 137.4 4.62668e-07 3.81711e-07 5.46594e-07
10 2.05 1 0.001 164.8 0.000615342 0.000610455 0.000619643
10 2.05 1 0.01 164.8 4.03056e-05 3.94525e-05 4.1096e-05
10 2.05 1 0.1 164.8 1.84877e-07 1.41012e-07 2.27802e-07
10 2.05 1 0.001 197.8 0.000453158 0.000449281 0.000457119
10 2.05 1 0.01 197.8 2.16487e-05 2.10676e-05 2.21739e-05
10 2.05 1 0.1 197.8 1.80333e-07 1.16208e-07 2.37031e-07
10 2.05 1 0.001 237.4 0.000327632 0.000324322 0.000330723
10 2.05 1 0.01 237.4 1.05048e-05 1.01271e-05 1.08833e-05
10 2.05 1 0.1 237.4 4.05254e-08 2.51364e-08 5.56874e-08
